,report_date,report_content,day_of_week,post_date,post_id,post_title,wetsuit_adviezen_str,wetsuit_adviezen,post_url
3,2021-06-10 00:00:00.000000,"Woensdag 10 juni
Woensdag nog altijd 8sec swell, alleen de hoogte is eerder een halve dan een hele meter. De wind is wel de hele dag afwezig of licht aflandig. Heel anders dan dinsdag en vooral maandag super mooi als je wilt suppen of iets van foilen. Wil je dit laatste een keer proberen of leren, er zijn beperkt weer clinics achter de boot op groot water zuidwestelijk van Amsterdam. Het wordt echt zo’n dag dat je met een normaal surfboard niet veel kan. Met uitzondering van deze opties of en de lange plank van 9’6 ft, wat natuurlijk ook heel leuk kan zijn. ",woensdag,2020-06-07,post-32591,"Surfweer zondag 7 juni 2020

","Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",3/2mm id middag ,http://surfweer.nl/surf/surfweer-zondag-7-juni-2020/
4,,"Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",wetsuit-advies,2020-06-07,post-32591,"Surfweer zondag 7 juni 2020

","Wetsuit-advies watertemp is 14-15C :
Zondag: 4/3mm met schoen 3mm
Maandag: 4/3mm met schoentjes en Wetsuit 4/3 ook overdag
Dinsdag: 4/3mm zonder schoentjes
Woensdag: 3/2mm id middag ",wetsuit-advies,http://surfweer.nl/surf/surfweer-zondag-7-juni-2020/
0,2021-05-23 00:00:00.000000,"Zaterdag 23 mei
Oppassen geblazen met de wind vandaag, want die gaat rond 16:00 uur naar hard tot stormachtig uit zuidwest. Hoewel de echte windkracht 8 beperkt blijft tot vlak voor de kust en dan voornamelijk voor de kust van Zeeland en België. Maar goed, windkracht 7 is natuurlijk ook al pittig. Wel gunstig is dat de meeste wind in het zuidwesten zit en de ZW-swell die daar gevormd wordt dichtbij de oorsprong meteen al de juiste periode meekrijgt. Dat is goed te zien op het spectrum en dan vooral de laatste 2 plaatjes: surfweer.nl/spectra. Met zo veel wind en bijna springtij gaat het serieus stromen met hoogwater en de uren na hoogwater. Pas in de loop van de avond wordt surfen in Zeeland mogelijk en gaat de 8bft op zee terug naar 7. Meer iets om te shortboarden, voor zeer ervaren surfers. In Belgie is de situatie iets anders, minder heftig qua stroming en iets betere kansen voor een ieder. Uiteraard net zo veel wind als in Zeeland. Richting Zuid-Holland en Noord-Holland is de wind misschien iets minder hard. In ieder geval is het luchtdrukverschil minder, maar of dat echt resulteert in rustigere golven is maar de vraag. De vloedstroom is na 15u niet meer te doen, op een enkele uitzondering na. Het is dan wachten tot ver in de avond, de kentering van het tij weer gunstig wordt. In het noorden komt het helemaal niet meer goed, daar is de kentering pas na 23u. Op spots als Zandvoort en Noordwijk na hoogwater nog wel een mogelijkheid, maar alleen als je bereid bent kilometers over het strand tegen de wind in te lopen. Dat is overigens ook in het midden van Zuid-Holland het geval, hoewel het tij daar al wat eerder zal omkeren. Uiteindelijk kan het ondanks de wind toch nog een goed te surfen avond worden. Het licht blijft aan tot 22:00 uur. ",zaterdag,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup","Een 4mm, schoen 3mm",http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
1,2021-05-24 00:00:00.000000,"Zondag 24 mei 
In het zuiden van de Benelux neemt de wind in de ochtend al genoeg af en is het vanwege de golfhoogte raadzaam om dan al te gaan surfen. Richting Zuid-Holland kan het in de ochtend ook al prima surfen zijn, maar de leukste momenten zitten wellicht na 16u. De wind neemt dan af naar 3bft onshore (nog steeds rommelig), maar het tij duwt de eerste swell uit het nestwoordwesten al wel wat binnen. In Zeeland is dat veel minder het geval, daar is het te veel west (en ligt de oorsprong net over het ‘randje’ bij het Engelse Norfolk. De swell uit dit deel van de Noordzee komt in Noord-Holland al wel aan zondag-middag en avond. Wel blijft de wind daarbij aanlandig WNW waaien met 5bft. Toch geeft dit dikke bakken dankzij het wat langer aanblijven van hoogwater (nog 1 dag, dan springtij). Wil je dus vol gas shortboarden, dan kan dit in bijna heel Noord-Holland (incl Texel). ",zondag,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup",4/3mm en schoen 5mm,http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
2,2021-05-25 00:00:00.000000,"Maandag 25 mei
De wind gaat liggen en de swell komt nog een dag lang goed door vanuit het noordwesten. Daarbij is er wel een groot verschil tussen zuid en noord. In Belgie zijn de golven klein en mist het staartje van hoogwater in de vroege ochtend. Dat het tij vroeg in de middag alweer opkomt maakt een hoop goed. Ook omdat de swellhoogte later op de mdidag en avond verder afneemt. Holland ziet er heel anders uit. De vroege ochtend heeft goud in de mond met nog even hoogwater. Daarna stroomt het een lang deel van de dag eigenlijk te veel mee afgaand. Met het laagste punt in de eb-stroom komen er weer mogelijkheden op de wat dieper liggende buitenbanken. Maar ook zou dan de beginnende zeewind van 2 naar 3bft kunnen gaan. Als dat het geval is, dan is eigenlijk hoogwater weer veel beter. Sowieso is dat het geval in zuidelijk Zuid-Holland en in Zeeland. Het tij blijft de hele avond goed en de wind gaat uiteindelijk ook weer helemaal terug naar nul. Vooral in de kop van N-H en op de wadden kan het de moeite zijn om zelfs te wachten tot na 20u voor een 2e surfsessie. Terwijl het in Zeeland dan eigenlijk al gedaan is. In Belgie idem, daar na 20u eigenlijk steeds minder en niet de moeite.",maandag,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup",Wetsuit 3/2 overdag. Ocht nog 4/3mm,http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
3,2021-01-11 00:00:00.000000,"Na maandag is het in het zuiden helemaal niet meer de moeite c.q. is het flat. In het noorden komt er nog een rimpel door van ongeveer kniehoog. Leuk om te surfen met een longboard of sup, want de wind is dinsdag nul, nul. Nog minder dan maandag en de golven zijn waarschijnlijk ook nog hoog genoeg om het met een foilsurf te proberen op een afgelegen stuk strand. Daar is het ook een perfecte dag voor, omdat de wind zo gering is. Helaas wordt het op woensdag echt overal flatter dan flat. Niet voor lang, want donderdag/vrijdag komt er gelukkig al wat op gang. Een hogedrukgebied boven het meest westelijk deel van de Noordzee laat een lichte noordwester ontstaan tussen Noorwegen en de Duitse Wadden. Waarschijnlijk kan hier wel een kleine swell van overblijven voor de kust van vooral Zuid-Holland en de Wadden. In Zeeland en België dreigt het flat te blijven tenzij de zeewindecirculatie op lokaal niveau serieus gaat meespelen. De getijden later in de week zijn dan in ieder geval gunstig met de avond pas hoogwater. ",maandag,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup",Wetsuit 3/2 overdag. Ocht nog 4/3mm,http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
4,2021-01-12 00:00:00.000000,"Na maandag is het in het zuiden helemaal niet meer de moeite c.q. is het flat. In het noorden komt er nog een rimpel door van ongeveer kniehoog. Leuk om te surfen met een longboard of sup, want de wind is dinsdag nul, nul. Nog minder dan maandag en de golven zijn waarschijnlijk ook nog hoog genoeg om het met een foilsurf te proberen op een afgelegen stuk strand. Daar is het ook een perfecte dag voor, omdat de wind zo gering is. Helaas wordt het op woensdag echt overal flatter dan flat. Niet voor lang, want donderdag/vrijdag komt er gelukkig al wat op gang. Een hogedrukgebied boven het meest westelijk deel van de Noordzee laat een lichte noordwester ontstaan tussen Noorwegen en de Duitse Wadden. Waarschijnlijk kan hier wel een kleine swell van overblijven voor de kust van vooral Zuid-Holland en de Wadden. In Zeeland en België dreigt het flat te blijven tenzij de zeewindecirculatie op lokaal niveau serieus gaat meespelen. De getijden later in de week zijn dan in ieder geval gunstig met de avond pas hoogwater. ",dinsdag,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup","3/2mm, flat sup",http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
5,,"Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup",wetsuit-advies,2020-05-23,post-32524,"Surfweer Zaterdag 23 mei 2020

","Wetsuit-advies water is rond 12 a 13 gr Celcius :
Zaterdag: Een 4mm, schoen 3mm
Zondag: 4/3mm en schoen 5mm
Maandag: Wetsuit 3/2 overdag. Ocht nog 4/3mm
Dinsdag: 3/2mm, flat sup",wetsuit-advies,http://surfweer.nl/surf/surfweer-zaterdag-23-mei-2020/
0,,"Onder water
Even helemaal weg van de wereld onder het klotsende water met de ogen dicht… dit is het nirvana-moment om van te genieten. Niet lang, want je merkt al snel dat de volume van je board naar boven wilt. Precies op dit moment van ‘stil vallen’ geef je met je knie of voet of desnoods beide een flinke kracht op het achterste van je board. Het kan daarbij handig zijn als je board een tailgrip-pad heeft zodat je voet niet over de rand van je board slipt en de duckdive finaal mislukt. Wat extra wax kan ook altijd helpen. Ook op zijkanten van je board waar je deze met je handen vast hebt kan een beetje wax soms handig zijn. Helemaal in de winter met dikke handschoenen aan (maar die kunnen gelukkig bijna uit)! De positie waar je de rails van je board vast hebt tijdens het plaatsen is min of meer iets voor de positie waar je handen zijn met een take-off. Het strekken van de armen kan helpen om dieper en met minder kracht te kunnen duckdiven. Nadat je eenmaal gekanteld ben door de duw van je voet of knie, is die strekking niet meer nodig. Je haalt het board naar je toe waarbij het de borst weer raakt en zo kom je het water weer uit met een bepaalde snelheid. Open de ogen en peddel snel verder naar de volgende golf als dat nodig is! In de Noordzee ligt de frequentie van duckdiven vele malen hoger dan op de Oceaan, omdat onze golffrequentie ook veel hoger is. De gemiddelde frequentie van surfbare golven is bij on tussen de 150-200 millihertz. Op de oceaan is het eerder 60 tot 100 mhz en daar hoort een golfperiode van 10 tot 17 seconden bij. Je hebt dan veel meer tijd tussen het duckdiven om afstand te pakken, maar de golven zijn natuurlijk wel veel krachtiger. Op zich maakt dit voor duckdiven niet zo’n groot verschil. Alleen zul je in Hossegor je hoofd en nek wel recht moeten houden tijdens het kritieke moment onder wachter, wil je een whiplash voorkomen! Het momentum onder de golf heeft daar zo veel kracht dat het zo af en toe zelfs voorkomt dat iemand zijn of haar board breekt tijdens het kritieke moment onder water. In de Noordzee zal dit niet snel gebeuren gelukkig. ",onder,,post-32448,"Surfweer, the duckdive (How to) 🤙🏻

",,,http://surfweer.nl/surf/surfweer-the-duckdive-how-to-%f0%9f%a4%99%f0%9f%8f%bb/
0,,"Surfgeschiedenis
Zoals iedereen weet, gaat de historie van het surfen terug naar de eilanden van Hawaï. Het had niet veel gescheeld of de hele surfcultuur was daar verdwenen (en misschien wel niet naar hier gekomen). Door het ontbreken van een collectieve immuniteit daalde het aantal bewoners van bijna een half miljoen naar 40.000! Het enorme verlies was het resultaat van nieuwe ziektes die de Europeanen bewust maar ook onbewust meebrachten op hun reis naar de eilandengroep. ",surfgeschiedenis,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
1,,Surfregels anno 2020: regel 1,surfregels,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
2,,"Surfregel 2: de surf-leash
De grootste irritatie, maar ook het grootste gevaar in de line up zijn surfers die weinig waarde hechten aan hun surfplank. Voor ervaren surfers is het een vanzelfsprekendheid, maar het gros van de Nederlandse surfers beschouwt zijn board als zijn of haar huisdier. En daarmee wordt bedoeld een hond die aan de lijn zit. In dit geval de leash die 3 meter lang is en zowel aan het board als een van de voeten van de surfer vastzit. Wel superhandig, want je raakt je board zo nooit kwijt. Echter de voortand van je medemens ligt wel op de bodem van de zee! Natuurlijk kun je een keer gespoeld worden en is je board zoek. Maar in principe geldt de leash als uiterste life-line en niet als ‘laat je hond uit principe’. Maar hoe kom ik dan door de golven zul je vragen? Door het board vast te houden middels de ‘turtle roll’ of een ‘duckdive’. En heb je een golf uit gesurft, pak je board meteen vast en ga er met je buik op liggen. Hetzelfde geldt als je valt. Direct board naar je toe halen en er op gaan zitten of simpel vasthouden. Zo voorkomen we een hoop snijwonden in het gezicht, oogballen waar een prothese moet worden gezet en heel veel minder irritaties in de line-up. De regel geldt ook als je helemaal alleen gaat surfen, misschien nog wel nadrukkelijker zelfs. Je leash is niet eeuwig velcro-proof en kan losschieten of breken. Er zijn spots waar je niet meer terug op het strand kunt komen zonder board, vanwege het aantal muien of rips.",surfregel,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
3,,"Surfregel 3: peddle out, houd afstand 
Om terug achter de golven in de line-up te komen, moet je in Nederland eigenlijk altijd wel een stukje peddelen. Houd daarbij een ruime afstand tot de andere surfer en kijk ook of er tegemoetkomende surfers zijn dichtbij het brekende gedeelte van een golf. Is dat laatste het geval dan zul je nu voor de moeilijkste optie moeten gaan, namelijk vol in het meest krachtige gedeelte van de golf een turtle-rol of duckdive doen of jezelf laten spoelen. Dat ziet er dan zo uit, volg de groene lijn:",surfregel,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
4,,"Samenvatting
In dit zeer duidelijke filmpje op youtube staan de 9 belangrijkste surfregels opgesomd. Uiteraard zijn daar nog wel een stuk of vijf extra regels bij te geven. De ervaring leert dat je dingen niet moeilijker moet maken dan nodig. Zeker in het geval van regels anno 2020. Daarom in deze uitleg slechts 3 regels die cruciaal zijn. De eerste is voorrang bij de take off, de surfer dichterbij het brekende gedeelte heeft de golf. De tweede is de leash, doe alsof die nog niet was uitgevonden door O’Neill. En als laatste regel, probeer afstand te bewaren! Exact de vraag van onze overheid in deze immuniteitscrisis die op het spel staat. ",samenvatting,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
5,,"Surfen op dit moment
Eigenlijk zou je helemaal niet moeten gaan surfen tot het water weer lekker zonder schoenen en handschoenen te doen is. Mocht je er toch voor kiezen om grote risico’s te nemen dan is vooral regel 3 de belangrijkste. Die geldt dan niet alleen voor in het water, maar begint al met het inladen van je auto op de parkeerplaats thuis. En onderweg bij het benzinestation, maar misschien wel het allerbelangrijkste de parkeerplaats op het strand. De stranden in Zuid-Holland en Noord-Holland zijn voor een groot deel al gesloten, inclusief de parkeerplaatsen. Maar misschien is het wel beter om helemaal geen parkeerplaats te willen, maar gewoon ergens langs de weg te gaan staan en het laatste stukje door het bos of duinen te lopen (waar dat mag). Parkeervakken kunnen dodelijk zijn. Dan kun je nog beter dubbel parkeren, vol op de streep en zit er nog net 1,5m tussen jou en de volgende geparkeerde auto in. Misschien overbodig om te zeggen, maar spreek met niemand af en rij niet samen. Deze adviezen zijn absoluut niet bedoeld om mogelijkheden te faciliteren of het surfen aan te moedigen. Integendeel. Alleen geen adviezen zijn ook slechte adviezen. Koste wat het kost om die ene besmetting voorkomen. Dus #StaySolo, #ActSingle & #StaySafe !!!",surfen,,post-32382,"Surfweer update met leef- en surfregels 2020

",,,http://surfweer.nl/surf/surfweer-update-leef-en-surfregels-2020/
